ID,Day,Date,Time_x,Month,Total Vehicles,Vehicle Type_x,Payment Method_x,Location_x,Lane_x,Wind Speed,Precipitation,Snow,Max Temp,Min Temp,Violation ID,Time_y,Vehicle Type_y,Payment Method_y,Location_y,Lane_y,Violation,Traffic ID_x,Bus ID,Time,Departures,Passengers per Bus,Location,Traffic ID_y
275,Sunday,2024-03-03,16:52:00,March,335,Auto,EZ Pass,Bridge A,3,1.3,29.1,5.0,-0.2,-10.6,111,10:50:00,Auto,Unpaid,Bridge A,6,True,121,127,02:46:00,14,52,Terminal C,130
327,Sunday,2024-03-03,15:33:00,March,374,Bus,EZ Pass,Tunnel B,1,15.5,47.6,0.6,-8.0,21.8,111,10:50:00,Auto,Unpaid,Bridge A,6,True,121,127,02:46:00,14,52,Terminal C,130
49,Wednesday,2024-10-30,03:23:00,October,474,Auto,EZ Pass,Tunnel B,2,15.1,56.4,8.3,31.1,-16.7,155,08:50:00,Bus,Paid,Bridge A,4,False,495,52,09:14:00,16,94,Terminal C,179
49,Wednesday,2024-10-30,03:23:00,October,474,Auto,EZ Pass,Tunnel B,2,15.1,56.4,8.3,31.1,-16.7,294,02:24:00,Auto,Paid,Bridge A,2,True,205,52,09:14:00,16,94,Terminal C,179
153,Wednesday,2024-10-30,09:30:00,October,82,Small Truck,Cash,Tunnel B,9,18.4,55.9,7.9,7.7,-9.2,155,08:50:00,Bus,Paid,Bridge A,4,False,495,52,09:14:00,16,94,Terminal C,179
153,Wednesday,2024-10-30,09:30:00,October,82,Small Truck,Cash,Tunnel B,9,18.4,55.9,7.9,7.7,-9.2,294,02:24:00,Auto,Paid,Bridge A,2,True,205,52,09:14:00,16,94,Terminal C,179
53,Friday,2024-08-02,02:37:00,August,483,Bus,EZ Pass,Terminal C,4,5.9,6.1,1.6,-1.5,-0.1,351,23:41:00,Bus,Paid,Bridge A,8,True,254,327,04:27:00,12,17,Tunnel B,481
57,Friday,2024-05-31,19:30:00,May,348,Large Truck,EZ Pass,Terminal C,9,4.8,42.6,9.2,28.6,22.5,256,05:49:00,Small Truck,Paid,Tunnel B,5,True,334,93,17:32:00,6,60,Terminal C,429
57,Friday,2024-05-31,19:30:00,May,348,Large Truck,EZ Pass,Terminal C,9,4.8,42.6,9.2,28.6,22.5,256,05:49:00,Small Truck,Paid,Tunnel B,5,True,334,392,23:55:00,19,60,Bridge A,459
63,Friday,2024-05-31,18:06:00,May,368,Auto,Cash,Tunnel B,2,16.3,89.9,0.5,8.6,-16.0,256,05:49:00,Small Truck,Paid,Tunnel B,5,True,334,93,17:32:00,6,60,Terminal C,429
63,Friday,2024-05-31,18:06:00,May,368,Auto,Cash,Tunnel B,2,16.3,89.9,0.5,8.6,-16.0,256,05:49:00,Small Truck,Paid,Tunnel B,5,True,334,392,23:55:00,19,60,Bridge A,459
194,Friday,2024-05-31,11:29:00,May,217,Large Truck,EZ Pass,Terminal C,8,5.6,7.7,0.3,-4.9,24.9,256,05:49:00,Small Truck,Paid,Tunnel B,5,True,334,93,17:32:00,6,60,Terminal C,429
194,Friday,2024-05-31,11:29:00,May,217,Large Truck,EZ Pass,Terminal C,8,5.6,7.7,0.3,-4.9,24.9,256,05:49:00,Small Truck,Paid,Tunnel B,5,True,334,392,23:55:00,19,60,Bridge A,459
384,Friday,2024-05-31,01:13:00,May,206,Large Truck,Cash,Bridge A,6,9.1,45.7,1.3,-7.2,22.1,256,05:49:00,Small Truck,Paid,Tunnel B,5,True,334,93,17:32:00,6,60,Terminal C,429
384,Friday,2024-05-31,01:13:00,May,206,Large Truck,Cash,Bridge A,6,9.1,45.7,1.3,-7.2,22.1,256,05:49:00,Small Truck,Paid,Tunnel B,5,True,334,392,23:55:00,19,60,Bridge A,459
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,141,01:52:00,Large Truck,Unpaid,Terminal C,2,True,84,300,09:33:00,17,21,Bridge A,375
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,141,01:52:00,Large Truck,Unpaid,Terminal C,2,True,84,320,01:49:00,11,74,Bridge A,96
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,141,01:52:00,Large Truck,Unpaid,Terminal C,2,True,84,430,23:54:00,13,98,Bridge A,340
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,210,17:52:00,Bus,Paid,Terminal C,1,True,109,300,09:33:00,17,21,Bridge A,375
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,210,17:52:00,Bus,Paid,Terminal C,1,True,109,320,01:49:00,11,74,Bridge A,96
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,210,17:52:00,Bus,Paid,Terminal C,1,True,109,430,23:54:00,13,98,Bridge A,340
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,252,07:04:00,Bus,Unpaid,Tunnel B,7,False,419,300,09:33:00,17,21,Bridge A,375
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,252,07:04:00,Bus,Unpaid,Tunnel B,7,False,419,320,01:49:00,11,74,Bridge A,96
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,252,07:04:00,Bus,Unpaid,Tunnel B,7,False,419,430,23:54:00,13,98,Bridge A,340
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,288,01:06:00,Small Truck,Paid,Terminal C,4,False,487,300,09:33:00,17,21,Bridge A,375
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,288,01:06:00,Small Truck,Paid,Terminal C,4,False,487,320,01:49:00,11,74,Bridge A,96
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,288,01:06:00,Small Truck,Paid,Terminal C,4,False,487,430,23:54:00,13,98,Bridge A,340
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,404,10:54:00,Auto,Paid,Tunnel B,3,True,420,300,09:33:00,17,21,Bridge A,375
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,404,10:54:00,Auto,Paid,Tunnel B,3,True,420,320,01:49:00,11,74,Bridge A,96
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,404,10:54:00,Auto,Paid,Tunnel B,3,True,420,430,23:54:00,13,98,Bridge A,340
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,433,17:24:00,Small Truck,Unpaid,Tunnel B,7,False,8,300,09:33:00,17,21,Bridge A,375
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,433,17:24:00,Small Truck,Unpaid,Tunnel B,7,False,8,320,01:49:00,11,74,Bridge A,96
58,Friday,2024-06-28,10:01:00,June,69,Large Truck,EZ Pass,Bridge A,1,16.3,93.9,7.7,31.3,14.8,433,17:24:00,Small Truck,Unpaid,Tunnel B,7,False,8,430,23:54:00,13,98,Bridge A,340
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,141,01:52:00,Large Truck,Unpaid,Terminal C,2,True,84,300,09:33:00,17,21,Bridge A,375
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,141,01:52:00,Large Truck,Unpaid,Terminal C,2,True,84,320,01:49:00,11,74,Bridge A,96
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,141,01:52:00,Large Truck,Unpaid,Terminal C,2,True,84,430,23:54:00,13,98,Bridge A,340
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,210,17:52:00,Bus,Paid,Terminal C,1,True,109,300,09:33:00,17,21,Bridge A,375
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,210,17:52:00,Bus,Paid,Terminal C,1,True,109,320,01:49:00,11,74,Bridge A,96
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,210,17:52:00,Bus,Paid,Terminal C,1,True,109,430,23:54:00,13,98,Bridge A,340
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,252,07:04:00,Bus,Unpaid,Tunnel B,7,False,419,300,09:33:00,17,21,Bridge A,375
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,252,07:04:00,Bus,Unpaid,Tunnel B,7,False,419,320,01:49:00,11,74,Bridge A,96
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,252,07:04:00,Bus,Unpaid,Tunnel B,7,False,419,430,23:54:00,13,98,Bridge A,340
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,288,01:06:00,Small Truck,Paid,Terminal C,4,False,487,300,09:33:00,17,21,Bridge A,375
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,288,01:06:00,Small Truck,Paid,Terminal C,4,False,487,320,01:49:00,11,74,Bridge A,96
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,288,01:06:00,Small Truck,Paid,Terminal C,4,False,487,430,23:54:00,13,98,Bridge A,340
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,404,10:54:00,Auto,Paid,Tunnel B,3,True,420,300,09:33:00,17,21,Bridge A,375
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,404,10:54:00,Auto,Paid,Tunnel B,3,True,420,320,01:49:00,11,74,Bridge A,96
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,404,10:54:00,Auto,Paid,Tunnel B,3,True,420,430,23:54:00,13,98,Bridge A,340
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,433,17:24:00,Small Truck,Unpaid,Tunnel B,7,False,8,300,09:33:00,17,21,Bridge A,375
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,433,17:24:00,Small Truck,Unpaid,Tunnel B,7,False,8,320,01:49:00,11,74,Bridge A,96
59,Friday,2024-06-28,16:37:00,June,158,Auto,EZ Pass,Bridge A,8,14.8,4.3,4.5,25.5,-13.3,433,17:24:00,Small Truck,Unpaid,Tunnel B,7,False,8,430,23:54:00,13,98,Bridge A,340
61,Monday,2024-03-25,17:39:00,March,270,Bus,Cash,Tunnel B,6,2.2,91.2,7.0,-8.8,9.5,6,14:57:00,Auto,Unpaid,Terminal C,3,True,167,312,05:03:00,15,11,Bridge A,104
61,Monday,2024-03-25,17:39:00,March,270,Bus,Cash,Tunnel B,6,2.2,91.2,7.0,-8.8,9.5,6,14:57:00,Auto,Unpaid,Terminal C,3,True,167,438,19:47:00,6,37,Tunnel B,332
494,Monday,2024-03-25,16:19:00,March,353,Bus,EZ Pass,Tunnel B,10,5.5,56.7,3.1,1.3,-3.2,6,14:57:00,Auto,Unpaid,Terminal C,3,True,167,312,05:03:00,15,11,Bridge A,104
494,Monday,2024-03-25,16:19:00,March,353,Bus,EZ Pass,Tunnel B,10,5.5,56.7,3.1,1.3,-3.2,6,14:57:00,Auto,Unpaid,Terminal C,3,True,167,438,19:47:00,6,37,Tunnel B,332
64,Monday,2024-10-28,01:11:00,October,236,Large Truck,EZ Pass,Tunnel B,4,17.5,38.8,0.5,22.7,-1.1,112,18:03:00,Small Truck,Unpaid,Bridge A,3,True,31,208,10:19:00,11,47,Terminal C,373
64,Monday,2024-10-28,01:11:00,October,236,Large Truck,EZ Pass,Tunnel B,4,17.5,38.8,0.5,22.7,-1.1,112,18:03:00,Small Truck,Unpaid,Bridge A,3,True,31,222,08:36:00,13,27,Terminal C,62
64,Monday,2024-10-28,01:11:00,October,236,Large Truck,EZ Pass,Tunnel B,4,17.5,38.8,0.5,22.7,-1.1,195,00:38:00,Auto,Paid,Tunnel B,10,False,483,208,10:19:00,11,47,Terminal C,373
64,Monday,2024-10-28,01:11:00,October,236,Large Truck,EZ Pass,Tunnel B,4,17.5,38.8,0.5,22.7,-1.1,195,00:38:00,Auto,Paid,Tunnel B,10,False,483,222,08:36:00,13,27,Terminal C,62
64,Monday,2024-10-28,01:11:00,October,236,Large Truck,EZ Pass,Tunnel B,4,17.5,38.8,0.5,22.7,-1.1,377,21:55:00,Small Truck,Unpaid,Tunnel B,6,False,488,208,10:19:00,11,47,Terminal C,373
64,Monday,2024-10-28,01:11:00,October,236,Large Truck,EZ Pass,Tunnel B,4,17.5,38.8,0.5,22.7,-1.1,377,21:55:00,Small Truck,Unpaid,Tunnel B,6,False,488,222,08:36:00,13,27,Terminal C,62
202,Monday,2024-10-28,03:45:00,October,123,Bus,Cash,Tunnel B,6,19.0,46.6,1.7,25.5,10.0,112,18:03:00,Small Truck,Unpaid,Bridge A,3,True,31,208,10:19:00,11,47,Terminal C,373
202,Monday,2024-10-28,03:45:00,October,123,Bus,Cash,Tunnel B,6,19.0,46.6,1.7,25.5,10.0,112,18:03:00,Small Truck,Unpaid,Bridge A,3,True,31,222,08:36:00,13,27,Terminal C,62
202,Monday,2024-10-28,03:45:00,October,123,Bus,Cash,Tunnel B,6,19.0,46.6,1.7,25.5,10.0,195,00:38:00,Auto,Paid,Tunnel B,10,False,483,208,10:19:00,11,47,Terminal C,373
202,Monday,2024-10-28,03:45:00,October,123,Bus,Cash,Tunnel B,6,19.0,46.6,1.7,25.5,10.0,195,00:38:00,Auto,Paid,Tunnel B,10,False,483,222,08:36:00,13,27,Terminal C,62
202,Monday,2024-10-28,03:45:00,October,123,Bus,Cash,Tunnel B,6,19.0,46.6,1.7,25.5,10.0,377,21:55:00,Small Truck,Unpaid,Tunnel B,6,False,488,208,10:19:00,11,47,Terminal C,373
202,Monday,2024-10-28,03:45:00,October,123,Bus,Cash,Tunnel B,6,19.0,46.6,1.7,25.5,10.0,377,21:55:00,Small Truck,Unpaid,Tunnel B,6,False,488,222,08:36:00,13,27,Terminal C,62
66,Sunday,2024-06-16,21:44:00,June,93,Bus,EZ Pass,Bridge A,3,2.9,30.7,1.9,9.7,-3.7,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,45,00:24:00,1,100,Bridge A,58
66,Sunday,2024-06-16,21:44:00,June,93,Bus,EZ Pass,Bridge A,3,2.9,30.7,1.9,9.7,-3.7,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,202,22:50:00,10,49,Bridge A,341
66,Sunday,2024-06-16,21:44:00,June,93,Bus,EZ Pass,Bridge A,3,2.9,30.7,1.9,9.7,-3.7,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,359,12:38:00,8,66,Bridge A,261
66,Sunday,2024-06-16,21:44:00,June,93,Bus,EZ Pass,Bridge A,3,2.9,30.7,1.9,9.7,-3.7,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,412,20:42:00,12,16,Tunnel B,181
66,Sunday,2024-06-16,21:44:00,June,93,Bus,EZ Pass,Bridge A,3,2.9,30.7,1.9,9.7,-3.7,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,495,20:29:00,20,99,Terminal C,362
106,Sunday,2024-06-16,02:50:00,June,179,Large Truck,EZ Pass,Terminal C,4,0.3,17.5,3.0,30.6,16.8,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,45,00:24:00,1,100,Bridge A,58
106,Sunday,2024-06-16,02:50:00,June,179,Large Truck,EZ Pass,Terminal C,4,0.3,17.5,3.0,30.6,16.8,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,202,22:50:00,10,49,Bridge A,341
106,Sunday,2024-06-16,02:50:00,June,179,Large Truck,EZ Pass,Terminal C,4,0.3,17.5,3.0,30.6,16.8,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,359,12:38:00,8,66,Bridge A,261
106,Sunday,2024-06-16,02:50:00,June,179,Large Truck,EZ Pass,Terminal C,4,0.3,17.5,3.0,30.6,16.8,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,412,20:42:00,12,16,Tunnel B,181
106,Sunday,2024-06-16,02:50:00,June,179,Large Truck,EZ Pass,Terminal C,4,0.3,17.5,3.0,30.6,16.8,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,495,20:29:00,20,99,Terminal C,362
181,Sunday,2024-06-16,13:18:00,June,406,Small Truck,EZ Pass,Terminal C,7,10.4,9.0,1.3,-3.2,22.6,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,45,00:24:00,1,100,Bridge A,58
181,Sunday,2024-06-16,13:18:00,June,406,Small Truck,EZ Pass,Terminal C,7,10.4,9.0,1.3,-3.2,22.6,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,202,22:50:00,10,49,Bridge A,341
181,Sunday,2024-06-16,13:18:00,June,406,Small Truck,EZ Pass,Terminal C,7,10.4,9.0,1.3,-3.2,22.6,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,359,12:38:00,8,66,Bridge A,261
181,Sunday,2024-06-16,13:18:00,June,406,Small Truck,EZ Pass,Terminal C,7,10.4,9.0,1.3,-3.2,22.6,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,412,20:42:00,12,16,Tunnel B,181
181,Sunday,2024-06-16,13:18:00,June,406,Small Truck,EZ Pass,Terminal C,7,10.4,9.0,1.3,-3.2,22.6,492,01:54:00,Large Truck,Unpaid,Tunnel B,5,False,479,495,20:29:00,20,99,Terminal C,362
67,Wednesday,2024-12-25,00:02:00,December,142,Small Truck,EZ Pass,Terminal C,1,5.4,19.8,4.0,24.9,6.9,214,21:36:00,Small Truck,Unpaid,Bridge A,9,False,247,492,02:41:00,3,52,Terminal C,5
67,Wednesday,2024-12-25,00:02:00,December,142,Small Truck,EZ Pass,Terminal C,1,5.4,19.8,4.0,24.9,6.9,361,22:56:00,Small Truck,Unpaid,Terminal C,9,False,197,492,02:41:00,3,52,Terminal C,5
68,Monday,2024-11-18,16:36:00,November,430,Auto,EZ Pass,Bridge A,7,7.9,82.3,7.2,-9.9,-6.3,147,14:21:00,Bus,Unpaid,Terminal C,1,True,128,76,04:47:00,20,86,Terminal C,131
68,Monday,2024-11-18,16:36:00,November,430,Auto,EZ Pass,Bridge A,7,7.9,82.3,7.2,-9.9,-6.3,147,14:21:00,Bus,Unpaid,Terminal C,1,True,128,440,20:03:00,6,90,Terminal C,286
68,Monday,2024-11-18,16:36:00,November,430,Auto,EZ Pass,Bridge A,7,7.9,82.3,7.2,-9.9,-6.3,378,03:47:00,Small Truck,Unpaid,Terminal C,4,False,318,76,04:47:00,20,86,Terminal C,131
68,Monday,2024-11-18,16:36:00,November,430,Auto,EZ Pass,Bridge A,7,7.9,82.3,7.2,-9.9,-6.3,378,03:47:00,Small Truck,Unpaid,Terminal C,4,False,318,440,20:03:00,6,90,Terminal C,286
330,Monday,2024-11-18,07:06:00,November,159,Large Truck,EZ Pass,Bridge A,10,17.1,60.0,0.2,26.2,-8.0,147,14:21:00,Bus,Unpaid,Terminal C,1,True,128,76,04:47:00,20,86,Terminal C,131
330,Monday,2024-11-18,07:06:00,November,159,Large Truck,EZ Pass,Bridge A,10,17.1,60.0,0.2,26.2,-8.0,147,14:21:00,Bus,Unpaid,Terminal C,1,True,128,440,20:03:00,6,90,Terminal C,286
330,Monday,2024-11-18,07:06:00,November,159,Large Truck,EZ Pass,Bridge A,10,17.1,60.0,0.2,26.2,-8.0,378,03:47:00,Small Truck,Unpaid,Terminal C,4,False,318,76,04:47:00,20,86,Terminal C,131
330,Monday,2024-11-18,07:06:00,November,159,Large Truck,EZ Pass,Bridge A,10,17.1,60.0,0.2,26.2,-8.0,378,03:47:00,Small Truck,Unpaid,Terminal C,4,False,318,440,20:03:00,6,90,Terminal C,286
432,Monday,2024-11-18,04:13:00,November,444,Large Truck,Cash,Terminal C,4,11.9,11.9,9.4,-6.3,-14.9,147,14:21:00,Bus,Unpaid,Terminal C,1,True,128,76,04:47:00,20,86,Terminal C,131
432,Monday,2024-11-18,04:13:00,November,444,Large Truck,Cash,Terminal C,4,11.9,11.9,9.4,-6.3,-14.9,147,14:21:00,Bus,Unpaid,Terminal C,1,True,128,440,20:03:00,6,90,Terminal C,286
432,Monday,2024-11-18,04:13:00,November,444,Large Truck,Cash,Terminal C,4,11.9,11.9,9.4,-6.3,-14.9,378,03:47:00,Small Truck,Unpaid,Terminal C,4,False,318,76,04:47:00,20,86,Terminal C,131
432,Monday,2024-11-18,04:13:00,November,444,Large Truck,Cash,Terminal C,4,11.9,11.9,9.4,-6.3,-14.9,378,03:47:00,Small Truck,Unpaid,Terminal C,4,False,318,440,20:03:00,6,90,Terminal C,286
70,Tuesday,2024-10-15,13:40:00,October,284,Large Truck,Cash,Tunnel B,2,6.5,55.9,2.7,-0.7,4.6,30,15:07:00,Bus,Unpaid,Tunnel B,1,False,324,138,06:41:00,15,87,Terminal C,435
70,Tuesday,2024-10-15,13:40:00,October,284,Large Truck,Cash,Tunnel B,2,6.5,55.9,2.7,-0.7,4.6,30,15:07:00,Bus,Unpaid,Tunnel B,1,False,324,413,04:10:00,2,96,Terminal C,343
70,Tuesday,2024-10-15,13:40:00,October,284,Large Truck,Cash,Tunnel B,2,6.5,55.9,2.7,-0.7,4.6,57,13:28:00,Large Truck,Unpaid,Tunnel B,4,True,482,138,06:41:00,15,87,Terminal C,435
70,Tuesday,2024-10-15,13:40:00,October,284,Large Truck,Cash,Tunnel B,2,6.5,55.9,2.7,-0.7,4.6,57,13:28:00,Large Truck,Unpaid,Tunnel B,4,True,482,413,04:10:00,2,96,Terminal C,343
70,Tuesday,2024-10-15,13:40:00,October,284,Large Truck,Cash,Tunnel B,2,6.5,55.9,2.7,-0.7,4.6,373,09:11:00,Auto,Unpaid,Tunnel B,8,True,217,138,06:41:00,15,87,Terminal C,435
70,Tuesday,2024-10-15,13:40:00,October,284,Large Truck,Cash,Tunnel B,2,6.5,55.9,2.7,-0.7,4.6,373,09:11:00,Auto,Unpaid,Tunnel B,8,True,217,413,04:10:00,2,96,Terminal C,343
75,Thursday,2024-09-12,23:47:00,September,417,Bus,EZ Pass,Terminal C,2,16.7,3.0,5.8,21.1,7.2,286,03:45:00,Small Truck,Paid,Terminal C,9,False,130,380,19:42:00,4,77,Tunnel B,226
76,Sunday,2024-12-22,06:10:00,December,251,Large Truck,Cash,Tunnel B,10,18.2,96.5,5.2,23.3,26.1,321,12:47:00,Small Truck,Paid,Tunnel B,8,False,346,199,13:08:00,7,55,Tunnel B,350
76,Sunday,2024-12-22,06:10:00,December,251,Large Truck,Cash,Tunnel B,10,18.2,96.5,5.2,23.3,26.1,321,12:47:00,Small Truck,Paid,Tunnel B,8,False,346,256,16:42:00,14,79,Bridge A,221
76,Sunday,2024-12-22,06:10:00,December,251,Large Truck,Cash,Tunnel B,10,18.2,96.5,5.2,23.3,26.1,321,12:47:00,Small Truck,Paid,Tunnel B,8,False,346,277,08:00:00,12,53,Terminal C,162
77,Wednesday,2024-09-04,19:14:00,September,384,Bus,Cash,Bridge A,2,4.2,87.5,4.1,2.5,27.5,93,23:12:00,Auto,Unpaid,Tunnel B,5,True,14,293,21:11:00,4,28,Bridge A,50
77,Wednesday,2024-09-04,19:14:00,September,384,Bus,Cash,Bridge A,2,4.2,87.5,4.1,2.5,27.5,93,23:12:00,Auto,Unpaid,Tunnel B,5,True,14,345,10:47:00,8,12,Terminal C,185
77,Wednesday,2024-09-04,19:14:00,September,384,Bus,Cash,Bridge A,2,4.2,87.5,4.1,2.5,27.5,355,05:03:00,Large Truck,Unpaid,Tunnel B,3,False,399,293,21:11:00,4,28,Bridge A,50
77,Wednesday,2024-09-04,19:14:00,September,384,Bus,Cash,Bridge A,2,4.2,87.5,4.1,2.5,27.5,355,05:03:00,Large Truck,Unpaid,Tunnel B,3,False,399,345,10:47:00,8,12,Terminal C,185
134,Wednesday,2024-09-04,07:51:00,September,150,Auto,EZ Pass,Tunnel B,9,7.6,45.9,5.2,27.1,-12.3,93,23:12:00,Auto,Unpaid,Tunnel B,5,True,14,293,21:11:00,4,28,Bridge A,50
134,Wednesday,2024-09-04,07:51:00,September,150,Auto,EZ Pass,Tunnel B,9,7.6,45.9,5.2,27.1,-12.3,93,23:12:00,Auto,Unpaid,Tunnel B,5,True,14,345,10:47:00,8,12,Terminal C,185
134,Wednesday,2024-09-04,07:51:00,September,150,Auto,EZ Pass,Tunnel B,9,7.6,45.9,5.2,27.1,-12.3,355,05:03:00,Large Truck,Unpaid,Tunnel B,3,False,399,293,21:11:00,4,28,Bridge A,50
134,Wednesday,2024-09-04,07:51:00,September,150,Auto,EZ Pass,Tunnel B,9,7.6,45.9,5.2,27.1,-12.3,355,05:03:00,Large Truck,Unpaid,Tunnel B,3,False,399,345,10:47:00,8,12,Terminal C,185
184,Wednesday,2024-09-04,10:25:00,September,344,Bus,EZ Pass,Tunnel B,1,15.8,24.4,3.3,8.3,-4.4,93,23:12:00,Auto,Unpaid,Tunnel B,5,True,14,293,21:11:00,4,28,Bridge A,50
184,Wednesday,2024-09-04,10:25:00,September,344,Bus,EZ Pass,Tunnel B,1,15.8,24.4,3.3,8.3,-4.4,93,23:12:00,Auto,Unpaid,Tunnel B,5,True,14,345,10:47:00,8,12,Terminal C,185
184,Wednesday,2024-09-04,10:25:00,September,344,Bus,EZ Pass,Tunnel B,1,15.8,24.4,3.3,8.3,-4.4,355,05:03:00,Large Truck,Unpaid,Tunnel B,3,False,399,293,21:11:00,4,28,Bridge A,50
184,Wednesday,2024-09-04,10:25:00,September,344,Bus,EZ Pass,Tunnel B,1,15.8,24.4,3.3,8.3,-4.4,355,05:03:00,Large Truck,Unpaid,Tunnel B,3,False,399,345,10:47:00,8,12,Terminal C,185
226,Wednesday,2024-09-04,09:58:00,September,470,Large Truck,Cash,Bridge A,5,10.9,8.7,4.1,13.8,21.1,93,23:12:00,Auto,Unpaid,Tunnel B,5,True,14,293,21:11:00,4,28,Bridge A,50
226,Wednesday,2024-09-04,09:58:00,September,470,Large Truck,Cash,Bridge A,5,10.9,8.7,4.1,13.8,21.1,93,23:12:00,Auto,Unpaid,Tunnel B,5,True,14,345,10:47:00,8,12,Terminal C,185
